Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GradeClass
2,0,0,1,0.11688548,0.75862069,1,1,1,0,0,0,4
0,1,1,2,0.273420715,0.103448276,1,4,1,0,0,0,1
1,1,0,0,0.209707168,0.586206897,0,1,0,0,1,0,4
2,1,1,2,0.455799238,0.137931034,0,3,0,1,0,0,1
0,0,0,3,0.909428861,0.517241379,0,3,0,1,0,0,3
1,1,0,3,0.104547524,0.448275862,0,3,0,0,0,0,4
2,0,0,2,0.721042946,0.896551724,1,1,1,0,0,1,4
2,1,0,2,0.688020112,0.896551724,0,2,0,0,0,0,4
1,0,2,0,0.095811375,0.620689655,0,2,0,1,0,1,4
0,1,2,2,0.923579965,0.448275862,1,1,0,0,0,0,2
1,1,1,3,0.569072743,0.275862069,1,0,0,0,0,1,3
2,1,0,1,0.364090717,0.172413793,0,2,0,0,0,0,2
0,1,0,2,0.757355297,0.551724138,0,2,0,1,0,0,4
0,0,0,3,0.257608399,0.620689655,0,3,1,0,1,0,4
1,1,0,3,0.694254102,0.379310345,0,1,0,0,1,0,4
2,1,2,1,0.039703966,0.103448276,1,3,1,0,0,0,2
0,0,0,2,0.840320005,0.517241379,0,1,0,0,0,0,4
2,1,0,1,0.448633108,0.827586207,0,3,1,1,0,0,4
1,0,0,1,0.637371871,0.344827586,1,2,0,0,0,0,2
0,1,0,3,0.221439233,0.724137931,1,2,1,1,1,1,4
2,1,1,3,0.677799085,0.103448276,1,3,1,0,0,1,1
0,1,1,2,0.773075037,0.551724138,0,1,0,0,0,0,4
1,0,0,0,0.473704233,0.24137931,0,1,0,1,0,0,3
2,1,0,3,0.618384081,0.448275862,0,2,0,0,1,0,4
0,1,0,2,0.456797559,0.896551724,0,1,1,0,1,0,4
1,1,0,1,0.895066192,0.034482759,0,2,0,0,0,0,1
0,0,0,2,0.498388567,0.344827586,0,1,0,1,0,1,4
0,0,3,0,0.842723436,0.344827586,0,3,0,0,0,0,3
0,1,1,2,0.802220282,0.793103448,1,3,1,1,0,1,4
0,0,1,2,0.410923787,0.724137931,0,0,1,0,1,0,4
1,1,0,1,0.230296074,0.793103448,1,3,0,1,0,0,4
0,1,0,1,0.406496015,0.172413793,0,2,0,0,0,0,2
1,1,1,1,0.827114181,0.689655172,1,2,1,0,0,0,4
0,1,1,0,0.2278413,0.689655172,0,2,1,0,0,0,4
0,1,2,2,0.52498627,0.448275862,1,3,0,1,0,1,3
1,1,0,3,0.806970426,1.0,0,2,0,1,1,0,4
1,1,1,0,0.353830891,0.310344828,0,3,1,0,0,0,3
0,0,0,0,0.642894935,0.862068966,1,1,0,0,0,0,4
1,0,2,2,0.245861027,0.896551724,0,4,0,0,0,0,4
1,0,1,3,0.109352169,0.24137931,0,3,1,0,0,0,3
0,0,1,1,0.79524444,0.206896552,1,1,0,0,1,1,2
1,0,0,1,0.099029495,0.24137931,1,3,1,0,0,0,2
2,0,1,2,0.271640446,0.931034483,0,2,0,0,0,0,4
0,0,0,1,0.856039437,0.24137931,0,1,1,0,0,0,2
0,1,0,0,0.346814647,0.75862069,0,1,0,1,0,0,4
0,1,0,2,0.974110926,0.034482759,0,0,1,0,0,0,1
2,1,1,2,0.9808076,0.896551724,1,3,0,0,0,0,4
0,1,0,2,0.268531502,0.517241379,0,2,0,0,0,0,4
0,0,0,2,0.040972437,0.275862069,0,2,0,0,0,1,3
0,0,2,2,0.705820829,0.413793103,1,1,1,0,0,0,3
1,1,0,1,0.451452,0.75862069,0,2,0,0,0,1,4
0,1,1,1,0.100815766,0.379310345,0,2,0,0,0,0,4
0,0,0,1,0.708283191,0.896551724,0,3,0,0,0,0,4
2,1,0,1,0.031157855,0.724137931,0,4,0,1,0,0,4
0,1,2,2,0.871144048,0.827586207,0,2,1,0,0,1,4
0,1,0,3,0.138759015,0.965517241,0,2,1,0,0,0,4
0,1,0,4,0.127405329,0.551724138,0,2,0,1,1,0,4
1,0,1,2,0.175821336,0.896551724,0,3,0,0,0,1,4
0,1,1,1,0.961317246,0.034482759,0,1,1,0,0,0,1
0,1,1,1,0.693913234,0.413793103,0,2,1,0,0,0,3
0,0,0,3,0.802239782,0.0,0,3,1,0,0,0,1
0,0,0,2,0.398039158,0.862068966,0,0,0,0,0,0,4
0,1,2,2,0.336646413,0.931034483,0,1,0,0,0,0,4
0,0,1,2,0.234700646,0.620689655,0,3,0,1,0,0,4
1,1,2,2,0.48114762,0.344827586,0,1,0,0,0,0,4
2,1,2,3,0.552410144,0.137931034,0,2,1,0,0,0,2
2,0,2,0,0.632448148,0.0,1,2,0,0,0,0,1
0,1,0,2,0.25736116,0.655172414,0,2,0,0,1,0,4
0,1,0,3,0.949691621,1.0,1,1,1,0,0,0,4
0,1,2,1,0.169900739,0.413793103,1,4,0,1,0,0,2
2,1,0,2,0.966710254,0.24137931,0,0,1,1,0,0,2
0,0,0,1,0.014820311,0.172413793,0,3,0,0,0,0,3
1,0,2,4,0.481625833,0.965517241,1,0,0,0,0,0,4
1,1,2,0,0.333698139,0.551724138,0,2,0,1,0,0,4
0,0,0,2,0.44958677,0.379310345,1,1,0,0,0,0,3
0,1,0,1,0.57126764,0.0,0,1,0,0,0,0,1
2,1,0,2,0.436036957,0.068965517,0,1,0,0,0,0,2
2,1,2,1,0.415270807,0.448275862,0,2,0,1,0,0,3
0,1,3,1,0.733512754,0.862068966,0,2,1,0,0,0,4
2,1,0,2,0.686611766,0.24137931,0,1,0,1,0,0,2
1,0,0,3,0.834176195,0.344827586,0,4,0,0,0,0,2
1,1,2,1,0.250193408,0.896551724,1,1,0,0,0,0,4
0,0,0,1,0.610176243,0.448275862,1,2,0,0,0,0,3
2,0,1,2,0.585814548,0.24137931,0,1,0,0,0,1,2
0,1,3,2,0.370109917,0.965517241,1,2,0,1,0,0,4
1,1,0,3,0.486563352,0.068965517,1,3,0,0,0,0,1
1,1,1,1,0.314089932,0.206896552,1,2,0,0,1,0,2
0,1,0,2,0.141954553,0.931034483,0,1,0,0,0,0,4
0,1,0,1,0.213994076,0.620689655,1,1,1,0,0,1,4
1,0,2,1,0.105582041,0.103448276,0,3,0,0,0,0,3
1,1,0,2,0.68380184,0.827586207,0,1,0,0,0,0,4
0,1,3,2,0.661433976,0.517241379,1,2,1,0,1,0,3
1,0,1,2,0.951646155,0.413793103,0,1,1,1,0,0,3
0,0,0,1,0.730464253,0.655172414,0,1,1,0,1,1,4
0,1,0,2,0.052052775,0.620689655,1,1,0,1,0,0,4
0,0,0,2,0.885208679,0.137931034,0,3,1,0,0,0,1
2,1,0,4,0.863613875,0.75862069,1,3,1,0,0,0,4
0,0,0,1,0.443777006,0.137931034,1,2,1,0,0,0,1
0,0,0,1,0.586483581,0.655172414,0,1,0,1,0,0,4
2,1,0,1,0.977147395,0.793103448,0,2,0,0,1,1,4
2,0,2,2,0.532863332,0.103448276,1,2,1,1,0,0,1
2,0,1,1,0.90630956,0.034482759,0,2,0,0,1,1,1
0,0,2,3,0.083081319,0.862068966,1,0,0,0,0,1,4
1,0,0,1,0.191218585,0.413793103,1,4,0,0,0,0,3
0,0,0,3,0.44120868,1.0,0,2,0,0,0,0,4
1,0,1,1,0.585376068,0.517241379,0,4,0,0,1,0,3
0,1,0,2,0.817113175,0.724137931,1,0,0,1,0,0,4
1,1,0,3,0.989345182,0.034482759,0,1,1,1,0,0,1
0,0,2,1,0.389245573,0.620689655,0,1,0,1,0,0,4
2,1,2,4,0.04741725,0.551724138,1,3,0,1,1,0,4
0,1,1,2,0.80203952,0.137931034,1,2,1,1,0,0,1
0,1,0,3,0.605022535,0.827586207,0,3,0,1,0,0,4
1,0,2,2,0.198718186,0.586206897,0,3,0,0,0,0,4
2,1,1,1,0.495344348,0.931034483,0,3,0,0,1,0,4
0,0,2,1,0.743110604,0.75862069,1,3,0,0,0,0,4
0,1,2,1,0.771244447,0.689655172,1,3,0,0,0,0,3
2,0,2,0,0.500139809,0.586206897,1,3,1,1,0,0,3
0,0,1,1,0.30551247,0.24137931,0,2,1,0,0,0,3
0,1,0,1,0.97480896,0.896551724,1,3,1,0,0,1,4
0,1,1,2,0.664072223,0.482758621,1,3,0,0,0,0,2
0,0,1,2,0.408653879,0.413793103,0,2,0,0,0,0,4
0,1,2,1,0.280732714,0.413793103,0,4,0,0,0,0,3
2,1,0,1,0.731890459,0.517241379,1,0,0,0,0,0,4
0,1,0,2,0.242408935,0.724137931,0,2,0,0,0,0,4
2,0,2,1,0.171854473,0.655172414,0,1,1,0,1,0,4
0,0,2,0,0.530390017,0.413793103,0,1,0,0,0,1,4
0,1,3,1,0.29026783,0.655172414,0,3,0,0,0,1,4
1,1,2,3,0.62957515,0.034482759,0,4,0,0,0,0,1
0,1,1,3,0.118021351,0.068965517,0,3,0,0,0,0,2
2,0,1,1,0.655641037,0.482758621,1,4,1,0,1,0,2
0,0,2,2,0.283569275,0.75862069,1,1,1,1,0,0,4
0,1,1,2,0.000190326,0.620689655,1,1,0,0,0,0,4
1,1,1,2,0.127029076,0.413793103,0,2,0,1,0,0,4
2,1,0,2,0.934635631,0.137931034,1,3,1,1,0,1,1
0,1,0,2,0.86829873,0.862068966,1,0,1,1,0,0,4
2,1,2,1,0.233824666,0.724137931,0,4,1,0,0,0,4
1,1,0,0,0.779213714,0.172413793,0,3,0,0,0,1,1
1,0,0,2,0.609218226,0.448275862,0,4,0,0,0,1,4
2,1,0,3,0.971967827,0.103448276,1,2,0,0,0,0,1
0,0,0,2,0.373982212,0.724137931,0,2,0,1,1,0,4
0,1,0,3,0.682191028,0.620689655,1,3,1,0,0,0,4
1,1,0,4,0.063555866,0.75862069,0,3,0,1,0,0,4
0,0,3,1,0.396649924,0.206896552,0,1,0,1,0,0,3
0,0,1,2,0.964872631,0.103448276,1,4,0,0,0,0,1
0,0,0,2,0.539547517,0.034482759,0,3,1,0,1,0,1
1,0,0,4,0.288157518,0.896551724,0,0,0,0,0,0,4
1,1,1,4,0.120356321,0.206896552,1,1,0,0,1,0,2
0,0,0,2,0.704284121,0.068965517,1,2,1,0,0,0,1
0,1,2,1,0.645544384,0.482758621,0,2,0,1,0,1,3
0,0,1,2,0.374315649,0.0,0,3,0,0,0,0,1
0,1,2,1,0.951981521,0.034482759,0,0,0,0,0,0,2
1,1,0,2,0.022175446,0.310344828,1,3,1,0,0,0,3
2,1,1,3,0.304020078,0.517241379,0,3,1,0,1,0,3
1,1,0,1,0.922075319,0.827586207,0,1,1,0,0,1,4
0,1,3,2,0.321251449,0.931034483,0,2,1,0,1,0,4
1,1,1,2,0.252489897,0.482758621,1,1,1,0,0,0,4
2,0,0,2,0.53478158,0.793103448,1,1,1,0,0,0,4
0,1,0,1,0.824695779,0.482758621,1,2,0,0,0,0,4
2,0,0,2,0.103212435,0.448275862,0,4,1,0,0,0,3
2,0,1,3,0.944051774,0.724137931,1,1,0,1,1,0,4
2,1,0,3,0.795933888,0.448275862,0,2,1,0,0,0,4
0,0,1,1,0.181405705,0.172413793,0,1,1,0,0,0,2
2,1,0,3,0.712773489,0.448275862,1,1,0,0,0,0,3
2,0,1,2,0.385348325,0.551724138,0,2,0,0,1,0,4
2,1,2,1,0.402704207,0.586206897,0,3,0,1,0,0,4
0,0,2,0,0.784137555,0.655172414,1,0,0,1,0,0,4
2,1,2,1,0.96383859,0.620689655,0,4,0,0,0,0,4
0,1,0,3,0.126748569,1.0,0,0,0,1,0,0,4
2,1,0,2,0.421060841,0.551724138,0,3,0,1,0,0,4
2,1,1,2,0.481441537,0.517241379,0,3,1,0,0,0,3
0,0,0,1,0.37669148,0.24137931,1,2,0,1,0,0,1
2,1,0,2,0.363553703,0.206896552,0,1,0,0,0,0,3
0,0,0,0,0.05227586,0.655172414,1,2,0,0,1,0,4
2,0,0,1,0.686273723,0.931034483,0,3,1,1,0,0,4
0,0,0,2,0.436662935,0.379310345,0,3,0,0,1,0,3
2,1,2,1,0.19496482,0.275862069,0,2,0,1,0,0,3
2,0,0,3,0.816918602,0.896551724,1,2,0,0,0,0,4
0,0,1,1,0.803430361,0.448275862,0,3,0,1,0,0,4
0,0,0,2,0.486897822,0.655172414,1,4,0,0,0,0,4
2,1,1,2,0.298740827,0.0,0,3,0,0,1,0,1
2,1,0,2,0.638773292,0.310344828,1,3,0,0,1,0,2
1,0,2,1,0.288430464,0.551724138,1,2,1,1,0,0,4
0,1,2,0,0.236226321,0.551724138,1,3,1,0,1,0,4
1,1,0,3,0.731301454,0.551724138,1,3,0,0,0,1,4
0,0,3,1,0.040318704,0.103448276,0,3,1,0,1,1,1
0,0,3,3,0.094824515,0.551724138,1,2,0,0,0,0,4
0,1,2,4,0.006743089,0.586206897,0,2,0,1,1,1,4
0,0,2,1,0.153066099,0.655172414,0,2,0,0,1,1,4
2,1,0,1,0.069016421,0.75862069,0,2,0,0,0,1,4
0,1,1,2,0.996894102,0.034482759,0,2,0,0,0,0,1
2,1,0,4,0.289089054,0.24137931,0,3,1,0,0,0,2
2,1,0,3,0.149386701,0.413793103,0,2,1,0,0,0,4
0,1,3,2,0.241220383,0.75862069,0,1,0,1,1,0,4
0,1,0,2,0.937148711,0.827586207,0,3,0,1,0,0,4
0,0,2,1,0.520705232,1.0,0,3,0,0,0,0,4
1,0,2,4,0.365184548,0.724137931,1,2,0,0,0,0,4
0,1,2,4,0.874342487,0.655172414,1,1,0,1,0,0,4
0,1,3,1,0.395391403,0.724137931,1,4,1,0,0,0,4
0,1,0,1,0.335340757,0.482758621,0,3,0,0,0,0,4
1,0,0,1,0.207467895,0.655172414,0,1,1,0,0,0,4
2,1,0,1,0.378178194,0.75862069,1,0,0,0,0,0,4
0,0,0,3,0.31699548,0.275862069,1,2,1,0,0,0,2
1,1,0,1,0.678029597,0.068965517,1,3,1,1,0,0,1
0,1,0,0,0.289862677,0.068965517,0,1,1,0,0,0,2
0,0,2,1,0.577810319,0.034482759,0,2,1,1,0,0,1
0,0,1,4,0.065915017,0.0,1,2,0,0,1,0,1
2,1,0,2,0.191456146,0.448275862,0,3,0,0,0,0,4
0,1,1,2,0.407820675,0.551724138,0,2,1,0,1,0,4
0,1,0,1,0.93797334,0.413793103,1,2,0,1,0,0,3
1,0,0,4,0.377632729,0.620689655,1,4,1,0,1,0,3
0,0,2,3,0.664784551,1.0,0,1,0,0,0,0,4
0,0,1,1,0.255327544,0.75862069,0,1,0,1,1,0,4
1,0,2,0,0.127126707,0.482758621,1,3,0,1,1,0,2
2,0,0,0,0.058550997,0.896551724,0,1,1,1,0,0,4
0,0,2,1,0.305711667,0.827586207,1,3,1,0,1,0,4
0,1,1,2,0.157789362,0.448275862,1,0,0,1,0,0,3
0,1,1,3,0.174157576,0.034482759,1,1,0,0,0,0,1
0,0,1,2,0.761580873,0.206896552,1,4,1,1,0,0,1
2,1,2,3,0.015803388,0.551724138,0,2,1,1,1,0,3
1,1,1,2,0.558398411,0.586206897,0,3,0,1,1,1,4
0,0,1,2,0.379844664,0.172413793,0,1,1,1,0,0,2
1,1,3,2,0.507079365,0.896551724,0,1,0,0,0,0,4
0,0,2,1,0.563424293,0.689655172,0,3,0,1,1,0,4
0,0,0,1,0.313675006,0.24137931,0,2,0,0,0,0,3
1,1,2,2,0.295395184,0.931034483,1,2,1,1,1,0,4
0,0,0,0,0.734191968,0.896551724,0,0,1,1,0,0,4
0,0,0,1,0.872225587,0.034482759,0,2,1,0,0,0,1
1,0,1,2,0.192750107,0.0,0,3,1,0,0,0,1
1,0,3,4,0.09767808,0.517241379,0,3,0,1,0,0,4
0,0,3,2,0.898774887,0.206896552,0,3,1,0,0,1,2
0,0,0,3,0.350244762,0.724137931,0,3,0,0,0,0,4
0,0,1,2,0.551898213,0.793103448,0,2,1,0,0,0,4
0,0,0,2,0.359903533,0.344827586,1,2,0,0,0,0,3
0,1,3,2,0.125894052,0.482758621,1,3,1,0,0,0,3
1,1,3,3,0.589956163,0.413793103,1,1,1,0,0,0,3
1,1,1,2,0.525691586,1.0,0,1,1,0,0,0,4
0,0,2,2,0.203174002,0.793103448,0,4,1,1,0,0,4
0,0,2,2,0.452335556,0.034482759,0,0,0,0,0,0,2
2,1,1,2,0.797810665,0.448275862,0,1,1,0,0,0,4
1,1,0,1,0.591051879,0.793103448,0,2,0,0,1,0,4
0,1,0,0,0.096975841,0.172413793,0,3,1,0,0,0,2
2,0,1,0,0.548598531,0.275862069,1,2,1,0,1,0,1
0,1,1,3,0.703493172,0.931034483,0,2,0,1,0,0,4
0,1,0,1,0.793561689,0.206896552,0,4,1,0,1,0,1
1,0,3,1,0.629787828,0.586206897,0,3,0,0,0,0,4
0,1,0,2,0.152780749,0.793103448,0,3,1,1,0,0,4
0,0,1,1,0.710936685,0.275862069,1,0,1,0,1,0,3
1,0,1,2,0.678067527,0.75862069,0,1,0,0,0,0,4
0,0,1,1,0.024402073,0.103448276,0,2,0,1,0,0,1
1,1,1,4,0.412168062,0.275862069,0,1,0,0,0,0,3
0,1,0,3,0.333280068,0.103448276,0,0,1,1,0,0,2
0,0,0,3,0.67012863,0.379310345,0,1,1,0,1,0,3
0,1,1,2,0.216331361,0.103448276,1,2,0,0,1,0,1
0,1,1,2,0.591498211,0.827586207,1,3,1,1,0,0,4
0,1,0,1,0.914202756,1.0,1,3,0,0,0,0,4
1,1,2,0,0.798666516,0.793103448,0,0,0,0,1,0,4
0,0,0,0,0.922464015,0.655172414,0,2,0,1,1,0,4
0,1,1,2,0.97957782,0.448275862,0,1,0,0,0,0,3
0,0,2,2,0.010629504,0.793103448,1,2,0,1,0,0,4
0,0,0,2,0.623404197,0.793103448,1,2,0,1,0,0,4
0,1,0,0,0.413261047,0.206896552,1,2,0,0,1,0,1
0,0,2,2,0.86078996,0.862068966,0,3,1,0,0,0,4
1,1,1,2,0.252051262,0.413793103,0,3,0,0,0,0,3
0,1,1,2,0.982104243,0.724137931,0,3,0,1,0,0,4
0,0,2,2,0.614360507,0.24137931,0,3,0,0,1,0,3
2,0,2,1,0.794396644,0.75862069,0,3,0,0,1,0,4
0,0,3,3,0.085645057,0.137931034,0,3,0,0,0,0,2
0,0,1,2,0.183615872,0.379310345,1,2,0,0,0,0,4
0,1,0,1,0.75922253,0.413793103,0,2,1,0,1,0,3
2,1,0,1,0.021958907,0.965517241,0,3,1,1,0,0,4
2,1,0,2,0.817764056,0.655172414,0,0,0,0,0,0,4
0,0,1,3,0.013912165,0.448275862,0,3,0,0,0,0,4
2,0,0,2,0.657821275,0.931034483,1,4,0,1,0,0,4
1,0,3,1,0.365460689,0.586206897,0,3,0,0,0,0,4
2,1,1,3,0.612144846,0.896551724,0,0,1,1,0,0,4
1,0,1,2,0.69677857,0.793103448,1,2,1,0,0,0,4
0,1,0,2,0.342815989,0.827586207,0,3,1,0,1,0,4
0,0,0,2,0.108033658,0.655172414,0,4,0,1,0,0,4
0,1,0,1,0.069673034,0.103448276,1,2,1,0,0,0,1
0,1,0,2,0.589560086,0.689655172,1,3,0,0,0,0,4
0,0,0,1,0.521200932,0.586206897,0,3,0,0,0,0,4
1,0,1,4,0.743001242,0.206896552,0,1,0,1,1,1,1
1,1,2,2,0.510268536,0.482758621,0,3,1,1,0,1,3
0,1,2,2,0.422878481,0.689655172,1,2,1,0,0,0,4
2,0,1,2,0.398491871,0.172413793,0,2,0,1,0,1,1
0,0,0,3,0.026424414,0.517241379,1,2,0,0,0,0,4
0,1,2,3,0.335890019,0.655172414,1,3,1,0,0,1,4
2,0,2,2,0.977089153,0.793103448,1,3,1,1,0,0,3
0,1,0,2,0.874506794,0.24137931,0,2,0,1,0,0,1
0,1,2,2,0.329703782,0.931034483,0,3,1,0,0,0,4
0,0,0,2,0.588418157,0.689655172,0,3,0,0,0,0,4
1,0,2,1,0.84821778,0.517241379,1,3,1,0,0,0,3
0,0,3,2,0.441728671,0.931034483,0,2,0,1,0,0,4
0,0,0,1,0.017925618,0.724137931,0,0,0,1,0,1,4
2,0,2,3,0.07454322,0.517241379,0,2,1,0,1,0,4
1,1,1,1,0.510926503,0.068965517,0,3,1,1,0,0,1
1,1,3,4,0.970500807,0.551724138,0,1,0,1,0,0,3
1,0,0,2,0.693953462,0.275862069,0,4,0,1,1,0,1
1,0,2,2,0.070944818,0.827586207,0,3,0,0,0,0,4
0,0,0,2,0.189525648,0.068965517,0,3,0,0,0,0,2
0,1,0,1,0.772156851,0.655172414,0,3,1,0,1,1,4
0,0,0,1,0.842354063,0.965517241,1,2,0,0,0,0,4
0,0,3,0,0.618351706,0.206896552,1,3,1,1,0,0,1
1,1,2,2,0.645111012,0.586206897,0,2,0,1,0,0,4
1,1,2,2,0.028317135,0.379310345,0,3,1,0,0,0,4
1,0,3,2,0.829429723,0.620689655,1,3,0,1,0,0,3
0,0,0,1,0.789128401,0.517241379,0,3,0,0,0,0,3
2,0,0,1,0.259280004,0.724137931,0,3,0,0,0,0,4
2,1,0,2,0.709438419,0.896551724,0,0,1,0,0,0,4
0,0,0,3,0.215048683,0.793103448,0,0,0,0,0,0,4
0,0,0,2,0.040323631,0.551724138,0,3,0,0,1,0,4
0,0,0,2,0.201314851,0.655172414,1,1,1,0,0,0,4
0,1,0,2,0.178781314,0.482758621,1,2,1,1,0,0,3
0,1,0,0,0.338083332,0.0,0,2,1,0,0,0,1
0,0,0,4,0.418877595,0.034482759,0,0,0,0,0,0,2
1,0,0,2,0.509070542,0.24137931,0,0,0,0,0,0,3
1,1,3,1,0.477248991,0.724137931,0,3,1,1,0,0,4
1,1,2,2,0.270932844,0.827586207,0,3,0,0,0,0,4
1,1,3,1,0.029151311,0.034482759,0,2,0,1,1,0,1
0,1,0,4,0.605744267,0.620689655,1,4,0,0,0,0,3
2,1,0,1,0.39614683,0.275862069,0,1,1,0,0,1,3
0,1,2,2,0.298962578,0.275862069,1,1,0,1,0,0,3
0,1,0,1,0.867884658,0.413793103,0,3,1,0,1,0,2
0,1,0,2,0.747548762,0.172413793,0,3,0,0,1,0,1
2,1,0,2,0.858698617,1.0,0,2,1,0,1,0,4
1,0,0,2,0.495498863,0.482758621,0,4,1,0,1,0,3
2,0,0,2,0.131028863,0.620689655,1,4,0,1,0,0,4
0,0,0,3,0.696968818,0.689655172,0,0,0,0,0,0,4
1,1,1,0,0.206257763,0.482758621,0,1,1,0,0,0,4
0,0,0,1,0.441683952,0.586206897,0,3,0,0,0,0,4
1,1,0,1,0.065022616,0.206896552,0,2,1,0,0,0,3
0,1,2,4,0.826204163,0.862068966,0,0,1,0,1,1,4
0,0,0,1,0.126032515,0.344827586,0,3,0,0,0,0,3
0,1,0,2,0.904082682,0.24137931,1,2,0,0,1,0,2
2,0,2,2,0.865171102,0.172413793,1,2,0,0,1,0,1
0,0,0,1,0.46506389,0.24137931,0,1,1,0,0,0,2
2,0,0,1,0.745170928,0.034482759,0,3,0,0,1,0,1
0,1,0,1,0.620104205,0.620689655,0,2,1,0,0,0,4
0,0,0,2,0.803945847,0.517241379,0,1,1,1,0,0,3
0,1,1,1,0.43224855,0.206896552,1,2,0,0,0,1,2
2,0,2,0,0.786658842,0.310344828,1,2,0,1,0,0,1
2,0,0,3,0.462935499,0.379310345,0,4,0,0,1,0,2
2,0,1,4,0.94199449,0.551724138,0,4,1,1,0,0,3
0,1,1,1,0.486878272,0.206896552,1,1,0,0,0,0,3
0,1,0,1,0.463098141,0.724137931,1,3,0,0,0,0,4
0,1,1,0,0.785921372,0.24137931,0,3,1,1,0,0,2
0,0,0,2,0.822469164,0.206896552,0,3,0,1,0,0,1
0,0,0,3,0.555073582,0.103448276,0,2,0,0,0,0,2
0,1,0,1,0.179951594,0.068965517,1,0,0,0,0,0,2
0,1,0,1,0.468243007,0.620689655,0,3,1,0,0,1,4
1,1,0,2,0.969132363,0.482758621,1,1,0,0,0,0,3
1,1,2,2,0.753798823,0.103448276,0,1,0,0,0,0,2
2,1,0,0,0.812042105,0.827586207,0,3,1,1,0,0,4
1,1,0,2,0.032810342,0.275862069,0,4,0,0,1,0,3
1,0,0,1,0.468344355,0.413793103,1,1,1,0,0,0,3
1,1,2,1,0.647311503,0.586206897,0,3,0,0,0,0,4
0,0,1,2,0.830933874,0.689655172,1,2,0,1,0,0,4
1,0,1,3,0.049277403,0.517241379,0,3,0,1,0,0,4
1,1,2,2,0.853365831,0.0,1,2,0,0,0,0,1
2,1,2,3,0.548978407,0.103448276,1,1,0,0,1,0,1
1,0,0,2,0.197487885,0.586206897,0,1,0,0,0,1,4
1,1,1,2,0.317566997,0.24137931,1,2,0,0,1,1,2
0,1,2,2,0.282200727,0.655172414,0,1,0,0,1,0,4
2,0,3,3,0.531416341,0.517241379,0,0,0,1,1,0,4
2,0,2,3,0.051692202,0.689655172,0,3,0,1,0,0,4
2,0,0,0,0.1586655,0.344827586,1,2,0,0,1,0,3
2,1,0,3,0.813574303,0.655172414,1,3,1,0,0,0,3
2,0,0,3,0.132703524,0.689655172,0,1,0,0,0,1,4
2,1,2,2,0.233611658,0.689655172,1,3,0,0,0,1,4
0,0,0,1,0.453838843,0.689655172,0,2,1,1,1,0,4
1,0,0,3,0.517662403,0.896551724,1,0,0,0,0,0,4
2,0,2,3,0.764435322,0.620689655,0,2,0,0,0,0,4
1,1,0,1,0.447793724,0.75862069,0,0,0,1,1,0,4
1,1,2,4,0.790719641,0.620689655,0,3,1,0,0,0,4
0,0,0,0,0.619004176,0.586206897,0,3,0,1,0,0,3
2,0,0,1,0.113176854,0.620689655,0,2,1,1,0,0,4
0,0,0,2,0.156458245,0.344827586,0,1,1,1,1,1,3
0,1,2,2,0.437483185,0.068965517,0,1,0,0,0,0,2
0,0,0,2,0.397292709,0.24137931,1,2,1,0,0,0,2
1,1,0,0,0.744346047,0.655172414,0,3,0,0,0,1,4
1,0,3,4,0.581351779,0.620689655,1,1,0,0,0,0,4
0,0,0,0,0.388526332,0.310344828,0,0,0,1,0,0,3
0,0,1,1,0.170903676,0.517241379,0,2,1,0,0,0,4
0,0,1,0,0.227044952,0.137931034,0,2,0,0,0,0,2
2,0,0,2,0.576109639,0.655172414,1,1,0,0,0,0,4
0,0,1,3,0.423872638,0.275862069,1,2,1,1,1,1,2
0,1,0,2,0.515466503,0.24137931,0,2,1,0,0,0,2
0,0,1,3,0.170820732,0.344827586,0,2,1,0,0,0,3
0,1,0,0,0.66361534,0.517241379,0,2,0,0,0,0,4
0,0,1,2,0.853465801,0.206896552,0,3,0,1,0,0,2
0,0,0,2,0.258183107,0.482758621,1,0,0,0,1,1,4
0,1,1,2,0.492026308,0.793103448,0,1,1,0,0,0,4
0,0,0,0,0.976595758,0.965517241,0,2,0,0,0,1,4
2,1,0,2,0.333571897,0.689655172,1,2,1,0,0,1,4
0,1,0,2,0.595677431,0.655172414,1,2,0,1,0,0,4
0,0,0,2,0.090246488,0.75862069,0,3,1,1,0,0,4
0,1,2,2,0.606658697,0.551724138,0,3,1,0,1,0,3
0,1,0,1,0.089681913,0.172413793,0,1,1,0,1,0,3
0,0,3,2,0.960285138,0.482758621,0,3,0,0,0,0,3
0,1,3,1,0.716432381,0.24137931,0,2,0,1,0,0,2
0,0,1,3,0.789012848,0.206896552,1,1,0,0,0,0,1
1,0,0,2,0.704860804,0.034482759,1,4,0,1,0,0,1
0,0,0,1,0.590354011,1.0,0,3,0,1,0,0,4
0,0,2,4,0.450377044,0.413793103,0,4,1,1,0,0,2
0,1,0,2,0.859307147,1.0,0,1,0,1,0,0,4
1,0,0,0,0.957882612,0.75862069,0,1,1,0,1,0,4
0,0,1,2,0.499556901,0.965517241,0,2,0,1,0,0,4
0,1,2,1,0.932552912,0.172413793,0,3,0,1,0,0,1
1,0,2,3,0.583950533,0.965517241,0,1,0,0,0,0,4
2,0,0,3,0.538950143,0.137931034,0,3,1,1,1,0,1
